,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
26412,GB,0,0,0,0
26413,IN,0,0,0,0
26414,EG,0,0,0,0
26415,AU,0,0,0,0
26416,EG,1,2,52,0
26417,EG,1,1,0,0
26418,CA,1,12,155,0
26419,IN,1,1,1,0
26420,IE,0,0,0,0
26421,US,0,0,0,0
26422,IN,0,0,0,0
26423,VN,1,1,2,0
26424,IN,0,0,0,0
26425,NG,1,1,0,0
26426,AZ,0,0,0,0
26427,US,1,4,0,1
26428,IN,0,0,0,0
26429,IN,1,4,259,0
26430,SE,0,0,0,0
26431,EG,0,0,0,0
26432,IN,1,1,38,0
26433,GB,0,0,0,0
26434,DK,0,0,0,0
26435,US,0,0,0,0
26436,PK,0,0,0,0
26437,DE,1,1,2,0
26438,US,0,0,0,0
26439,IN,1,1,0,0
26440,EG,0,0,0,0
26441,VN,1,1,2,0
26442,TR,1,1,19,0
26443,FR,0,0,0,0
26444,PE,1,3,81,0
26445,TH,0,0,0,0
26446,AU,1,1,7,0
26447,GB,0,0,0,0
26448,DE,1,1,25,0
26449,GB,0,0,0,0
26450,BE,0,0,0,0
26451,GB,0,0,0,0
26452,IN,1,1,10,0
26453,NP,1,3,10,0
26454,ES,0,0,0,0
26455,GB,0,0,0,0
26456,EG,1,3,38,0
26457,GB,0,0,0,0
26458,IN,1,1,1,0
26459,IN,1,1,56,0
26460,PK,1,1,1,0
26461,CO,1,1,1,0
26462,AU,1,1,4,0
26463,PK,1,1,0,0
26464,PK,0,0,0,0
26465,PT,0,0,0,0
26466,MU,1,2,105,0
26467,AU,0,0,0,0
26468,GB,1,1,41,0
26469,AZ,1,1,141,0
26470,NG,0,0,0,0
26471,UZ,1,1,0,0
26472,GB,0,0,0,0
26473,UG,0,0,0,0
26474,US,1,1,10,0
26475,IN,0,0,0,0
26476,IN,0,0,0,0
26477,GB,1,11,445,1
26478,ES,0,0,0,0
26479,HK,1,2,3,0
26480,PT,1,1,2,0
26481,ID,0,0,0,0
26482,IN,1,2,32,0
26483,EG,1,1,0,0
26484,IL,0,0,0,0
26485,IT,0,0,0,0
26486,IN,1,3,14,0
26487,AU,0,0,0,0
26488,IT,1,1,3,0
26489,ES,0,0,0,0
26490,EG,0,0,0,0
26491,ES,0,0,0,0
26492,IN,1,1,6,0
26493,IN,1,1,3,0
26494,IN,0,0,0,0
26495,EG,1,1,0,0
26496,CN,0,0,0,0
26497,IN,1,1,0,0
26498,PK,1,1,0,0
26499,EG,1,2,4,0
26500,IN,1,1,0,0
26501,US,1,2,42,1
26502,GB,0,0,0,0
26503,IN,1,1,0,0
26504,PK,1,1,4,0
26505,PT,0,0,0,0
26506,IT,0,0,0,0
26507,IE,1,1,3,0
26508,AT,1,8,227,1
26509,RU,1,6,22,0
26510,US,1,3,57,0
26511,PT,0,0,0,0
26512,IN,0,0,0,0
26513,EG,1,7,62,0
26514,ME,0,0,0,0
26515,TR,0,0,0,0
26516,FR,1,1,0,0
26517,EG,1,1,3,0
26518,DE,0,0,0,0
26519,EG,0,0,0,0
26520,IN,0,0,0,0
26521,ES,1,12,15,0
26522,PK,0,0,0,0
26523,IN,0,0,0,0
26524,DE,1,1,19,0
26525,BR,0,0,0,0
26526,PK,0,0,0,0
26527,IN,0,0,0,0
26528,IN,1,1,6,0
26529,GB,1,1,5,0
26530,NG,1,1,47,0
26531,NG,1,2,6,0
26532,IN,1,3,22,0
26533,IT,0,0,0,0
26534,DE,0,0,0,0
26535,AU,0,0,0,0
26536,PK,1,2,13,0
26537,TR,0,0,0,0
26538,US,1,1,18,0
26539,PT,0,0,0,0
26540,AZ,0,0,0,0
26541,NL,1,1,8,0
26542,DE,1,1,0,0
26543,FR,0,0,0,0
26544,GB,0,0,0,0
26545,ZM,0,0,0,0
26546,GB,1,1,22,0
26547,MX,1,30,188,1
26548,MX,1,30,188,1
26549,MX,1,30,188,1
26550,AU,1,2,21,0
26551,DE,1,2,1,0
26552,EG,1,2,7,0
26553,EG,1,1,1,0
26554,GB,0,0,0,0
26555,BR,1,1,12,0
26556,ID,0,0,0,0
26557,US,0,0,0,0
26558,GB,1,2,61,0
26559,DO,1,1,14,0
26560,FR,1,1,0,0
26561,GT,1,1,2,0
26562,AU,0,0,0,0
26563,TR,1,1,1,0
26564,EG,1,2,0,0
26565,IN,0,0,0,0
26566,US,0,0,0,0
26567,GB,0,0,0,0
26568,US,0,0,0,0
26569,CA,0,0,0,0
26570,US,0,0,0,0
26571,MY,0,0,0,1
26572,IN,0,0,0,0
26573,GH,0,0,0,0
26574,US,1,1,5,0
26575,DE,1,1,2,0
26576,MY,0,0,0,0
26577,BR,1,1,2,0
26578,IN,1,50,539,1
26579,IN,0,0,0,0
26580,GB,0,0,0,0
26581,IN,1,1,8,0
26582,AU,1,1,1,0
26583,PK,1,1,18,0
26584,IN,0,0,0,0
26585,GB,0,0,0,0
26586,DE,0,0,0,0
26587,DK,0,0,0,0
26588,GB,0,0,0,0
26589,PK,1,3,87,0
26590,IN,1,1,1,0
26591,IN,1,1,28,0
26592,SG,0,0,0,0
26593,IN,1,2,45,0
26594,ID,0,0,0,0
26595,NG,0,0,0,0
26596,IN,0,0,0,0
26597,IN,1,1,1,0
26598,JO,0,0,0,0
26599,ZW,1,3,48,0
26600,AU,1,2,18,0
26601,IN,1,4,103,0
26602,ID,0,0,0,0
26603,EG,0,0,0,0
26604,US,0,0,0,0
26605,VN,0,0,0,0
26606,VN,0,0,0,0
26607,MA,1,3,6,0
26608,CA,0,0,0,0
26609,IN,0,0,0,0
26610,IN,1,5,0,0
26611,DE,0,0,0,0
26612,DE,1,4,691,0
26613,CA,0,0,0,0
26614,IN,0,0,0,0
26615,IN,0,0,0,0
26616,ES,0,0,0,0
26617,IN,1,2,31,0
26618,ID,0,0,0,0
26619,IN,0,0,0,0
26620,SD,0,0,0,0
26621,IN,1,2,91,0
26622,PH,1,36,937,1
26623,US,0,0,0,0
26624,NG,0,0,0,0
26625,IN,0,0,0,0
26626,TN,1,2,30,0
26627,GB,0,0,0,0
26628,PK,1,3,120,0
26629,NL,0,0,0,0
26630,ID,0,0,0,0
26631,CM,1,42,0,1
26632,NL,0,0,0,0
26633,DE,1,1,0,0
26634,GH,1,1,2,0
26635,IN,1,1,0,0
26636,CM,1,35,449,1
26637,NG,1,1,0,0
26638,CA,1,5,303,0
26639,LK,1,1,9,0
26640,US,0,0,0,0
26641,PK,1,1,1,0
26642,GB,0,0,0,0
26643,NL,1,1,1,0
26644,DZ,1,4,23,0
26645,US,0,0,0,0
26646,IN,0,0,0,0
26647,DE,0,0,0,0
26648,IN,1,1,2,0
26649,DE,1,3,39,0
26650,FR,1,1,3,0
26651,PK,1,2,3,0
26652,EG,1,3,1,0
26653,NG,0,0,0,0
26654,IN,1,2,17,0
26655,PK,1,1,12,0
26656,EG,1,2,4,0
26657,ZA,1,1,2,0
26658,FR,0,0,0,0
26659,PK,1,4,364,0
26660,GB,1,1,0,0
26661,GB,0,0,0,0
26662,MY,1,1,1,0
26663,IN,1,2,49,0
26664,IN,0,0,0,0
26665,DE,0,0,0,0
26666,IN,0,0,0,0
26667,DE,1,1,13,0
26668,BD,1,1,1,0
26669,PK,1,1,1,0
26670,NL,1,5,546,0
26671,NG,1,5,114,0
26672,CO,1,1,0,0
26673,IN,0,0,0,0
26674,DE,1,4,18,0
26675,IN,0,0,0,0
26676,PK,1,3,384,0
26677,IN,1,1,8,0
26678,FR,0,0,0,0
26679,PH,1,1,1,0
26680,TN,1,1,9,0
26681,IN,0,0,0,0
26682,US,1,1,40,0
26683,US,0,0,0,0
26684,RO,1,1,1,0
26685,US,1,1,0,0
26686,SG,1,5,23,0
26687,DE,0,0,0,0
26688,NL,0,0,0,0
26689,ZA,0,0,0,0
26690,US,0,0,0,0
26691,MA,1,4,0,0
26692,US,1,1,0,0
26693,US,1,1,35,0
26694,TR,0,0,0,0
26695,ES,0,0,0,0
26696,IN,1,2,1,0
26697,EG,1,2,36,0
26698,US,0,0,0,0
26699,IN,0,0,0,0
26700,GB,1,2,38,0
26701,BR,1,2,5,0
26702,DE,1,1,0,0
26703,IN,0,0,0,0
26704,CA,0,0,0,0
26705,PK,0,0,0,0
26706,ID,1,1,22,0
26707,US,0,0,0,0
26708,NG,1,1,2,0
26709,DE,0,0,0,0
26710,DE,0,0,0,0
26711,IN,0,0,0,0
26712,EG,1,3,87,0
26713,EG,1,4,150,0
26714,PH,1,1,0,0
26715,NG,1,1,0,0
26716,US,1,2,31,0
26717,IN,0,0,0,0
26718,IN,0,0,0,0
26719,MX,1,1,2,0
26720,ID,1,1,11,0
26721,DO,1,2,31,0
26722,CN,1,1,1,0
26723,VN,1,2,32,0
26724,IN,1,4,242,0
26725,ID,0,0,0,0
26726,US,0,0,0,0
26727,US,1,11,43,1
26728,ID,0,0,0,0
26729,PK,0,0,0,0
26730,AU,0,0,0,0
26731,IN,1,1,0,0
26732,PK,1,3,50,0
26733,US,1,2,2,0
26734,IN,0,0,0,0
26735,PK,1,1,77,0
26736,BD,1,1,0,0
26737,IN,0,0,0,0
26738,PK,1,3,255,0
26739,ID,0,0,0,0
26740,EG,0,0,0,0
26741,SE,0,0,0,0
26742,TR,1,1,71,0
26743,IN,1,1,36,0
26744,NG,1,3,121,0
26745,GB,0,0,0,0
26746,DE,0,0,0,0
26747,FR,0,0,0,0
26748,CA,1,1,4,0
26749,IN,0,0,0,0
26750,NP,1,3,0,0
26751,KE,1,2,71,0
26752,ID,1,4,329,0
26753,KE,0,0,0,0
26754,IN,0,0,0,0
26755,IN,1,2,297,0
26756,IN,0,0,0,0
26757,IN,0,0,0,0
26758,IN,1,1,92,0
26759,KE,0,0,0,0
26760,IN,1,4,1510,0
26761,GH,1,1,6,0
26762,MY,1,2,13,0
26763,ZW,1,3,130,0
26764,AU,1,1,30,0
26765,IN,1,2,47,0
26766,IQ,1,1,10,0
26767,IN,1,1,98,0
26768,IN,1,2,64,0
26769,ZW,0,0,0,0
26770,IN,0,0,0,0
26771,US,0,0,0,0
26772,AU,1,2,32,0
26773,ZA,0,0,0,0
26774,IN,1,3,10,0
26775,GB,1,4,87,0
26776,IN,1,1,1,0
26777,IN,0,0,0,0
26778,NL,1,2,17,0
26779,ID,1,2,33,0
26780,US,0,0,0,0
26781,PK,0,0,0,0
26782,BG,0,0,0,0
26783,BG,1,1,1,0
26784,IN,1,1,0,0
26785,BG,0,0,0,0
26786,KE,0,0,0,0
26787,MK,1,2,48,0
26788,BD,0,0,0,0
26789,IE,0,0,0,0
26790,TH,0,0,0,0
26791,IN,1,1,1,0
26792,EG,0,0,0,0
26793,NL,1,2,146,0
26794,KE,0,0,0,0
26795,GB,0,0,0,0
26796,EG,0,0,0,0
26797,IN,1,1,0,0
26798,ID,0,0,0,0
26799,DE,0,0,0,0
26800,DE,0,0,0,0
26801,PK,1,1,3,0
26802,IN,0,0,0,0
26803,GB,1,2,19,1
26804,RO,0,0,0,0
26805,DE,1,4,122,0
26806,IN,1,1,24,0
26807,NL,1,3,125,0
26808,ES,0,0,0,0
26809,SG,0,0,0,0
26810,GB,0,0,0,0
26811,IN,1,4,1,0
26812,BD,0,0,0,0
26813,EG,1,1,0,0
26814,BG,1,4,369,0
26815,IN,1,2,6,0
26816,ZA,1,1,0,0
26817,US,0,0,0,0
26818,KE,1,1,1,0
26819,GH,1,4,53,0
26820,BG,1,2,47,0
26821,ZA,0,0,0,0
26822,SG,0,0,0,0
26823,IN,1,2,20,0
26824,IN,0,0,0,0
26825,TN,0,0,0,0
26826,IN,1,2,8,0
26827,MY,0,0,0,0
26828,IN,1,2,41,0
26829,IN,1,1,24,0
26830,ET,1,4,211,0
26831,IN,0,0,0,0
26832,VN,0,0,0,0
26833,VN,0,0,0,0
26834,IN,1,1,1,0
26835,KE,1,3,508,0
26836,VN,0,0,0,0
26837,IN,0,0,0,0
26838,PK,0,0,0,0
26839,US,0,0,0,0
26840,IN,1,1,30,0
26841,MY,0,0,0,0
26842,IN,0,0,0,0
26843,IN,0,0,0,0
26844,GB,1,1,46,0
26845,NL,1,1,34,0
26846,EG,0,0,0,0
26847,IN,1,4,442,0
26848,EG,1,1,56,0
26849,PK,1,1,1,0
26850,EG,0,0,0,0
26851,EG,1,2,6,0
26852,IN,1,2,69,0
26853,EG,0,0,0,0
26854,IN,0,0,0,0
26855,PK,1,2,253,0
26856,VN,1,1,0,0
26857,EG,0,0,0,0
26858,JP,1,5,304,0
26859,AU,1,3,2,0
26860,EG,0,0,0,0
26861,VN,1,3,227,0
26862,EG,1,1,0,0
26863,UA,0,0,0,0
26864,US,1,3,371,0
26865,EG,1,3,95,0
26866,DE,0,0,0,0
26867,US,1,3,69,0
26868,NL,0,0,0,0
26869,NG,1,2,45,0
26870,CL,0,0,0,0
26871,EG,0,0,0,0
26872,IN,0,0,0,0
26873,NG,1,4,390,0
26874,EG,1,3,466,0
26875,EG,0,0,0,0
26876,EG,0,0,0,0
26877,GB,1,1,10,0
26878,EG,0,0,0,0
26879,IN,1,2,271,0
26880,SD,1,2,14,0
26881,TN,1,1,11,0
26882,PK,0,0,0,0
26883,NL,1,1,20,0
26884,ZA,0,0,0,0
26885,SD,0,0,0,0
26886,EG,0,0,0,0
26887,EG,1,1,0,0
26888,EG,1,1,1,0
26889,EG,1,2,17,0
26890,MA,0,0,0,0
26891,DE,1,2,2,0
26892,TH,1,14,510,1
26893,IN,1,1,1,0
26894,EG,1,1,0,0
26895,VE,1,1,16,0
26896,EG,0,0,0,0
26897,EG,1,1,0,0
26898,TN,1,1,27,0
26899,EG,1,1,0,0
26900,SA,0,0,0,0
26901,PS,1,1,2,0
26902,EG,0,0,0,0
26903,EG,0,0,0,0
26904,EG,0,0,0,0
26905,EG,1,9,84,0
26906,JO,1,1,19,0
26907,GB,1,3,215,0
26908,EG,1,3,488,0
26909,IN,0,0,0,0
26910,TN,1,3,234,0
26911,EG,0,0,0,0
26912,VN,1,1,0,0
26913,IN,1,2,24,0
26914,EG,1,1,17,0
26915,VN,1,1,4,0
26916,IN,0,0,0,0
26917,EG,1,2,0,0
26918,EG,0,0,0,0
26919,EG,1,1,17,0
26920,EG,1,1,0,0
26921,US,0,0,0,0
26922,JO,1,1,6,0
26923,GB,1,1,24,0
26924,EG,1,9,65,0
26925,DE,1,2,6,0
26926,EG,1,2,115,0
26927,NL,1,4,54,0
26928,EG,1,1,0,0
26929,EG,1,1,1,0
26930,TN,1,2,1,0
26931,EG,0,0,0,0
26932,VN,1,1,0,0
26933,IN,1,2,43,0
26934,TN,1,4,57,0
26935,DE,0,0,0,0
26936,MA,0,0,0,0
26937,AE,1,1,14,0
26938,IE,0,0,0,0
26939,DE,1,3,196,0
26940,ZA,1,2,120,0
26941,SA,1,1,0,0
26942,IN,1,1,21,0
26943,IN,1,1,4,0
26944,IN,0,0,0,0
26945,EG,1,1,2,0
26946,PK,1,1,0,0
26947,SE,0,0,0,0
26948,NL,1,4,108,0
26949,EG,0,0,0,0
26950,EG,0,0,0,0
26951,PK,1,4,33,0
26952,EG,1,1,3,0
26953,EG,1,1,6,0
26954,TN,0,0,0,0
26955,EG,1,3,8,0
26956,TN,0,0,0,0
26957,FR,1,4,61,0
26958,EG,1,4,216,0
26959,VN,1,2,2,0
26960,IN,0,0,0,0
26961,NG,1,1,0,0
26962,EG,0,0,0,0
26963,EG,1,1,1,0
26964,TN,1,1,68,0
26965,US,0,0,0,0
26966,EG,1,1,15,0
26967,EG,1,1,0,0
26968,EG,0,0,0,0
26969,GB,0,0,0,0
26970,SA,1,1,1,0
26971,TN,0,0,0,0
26972,TN,0,0,0,0
26973,EG,0,0,0,0
26974,IN,1,1,8,0
26975,EG,0,0,0,0
26976,EG,0,0,0,0
26977,TN,0,0,0,0
26978,EG,1,1,10,0
26979,EG,0,0,0,0
26980,EG,1,1,1,0
26981,TN,0,0,0,0
26982,EG,1,1,2,0
26983,EG,0,0,0,0
26984,EG,0,0,0,0
26985,PK,0,0,0,0
26986,EG,1,1,0,0
26987,IN,1,1,0,0
26988,EG,1,1,5,0
26989,EG,0,0,0,0
26990,EG,0,0,0,0
26991,US,0,0,0,0
26992,EG,1,1,0,0
26993,EG,1,1,4,0
26994,EG,0,0,0,0
26995,BW,1,21,123,1
26996,EG,0,0,0,0
26997,EG,0,0,0,0
26998,GB,1,1,1,0
26999,AR,0,0,0,0
27000,IN,1,1,1,0
27001,SA,1,3,176,0
27002,NG,0,0,0,0
27003,DE,1,4,131,0
27004,EG,0,0,0,0
27005,MA,0,0,0,0
27006,GB,0,0,0,0
27007,PK,1,1,0,0
27008,GB,0,0,0,0
27009,YE,1,3,20,0
27010,EG,1,4,383,0
27011,DE,0,0,0,0
27012,EG,1,1,6,0
27013,US,1,1,1,0
27014,CZ,0,0,0,0
27015,EG,0,0,0,0
27016,IN,1,2,2,0
27017,MA,1,5,79,0
27018,EG,0,0,0,0
27019,TN,1,2,13,0
27020,US,1,4,564,0
27021,EG,1,1,0,0
27022,US,0,0,0,0
27023,YE,1,3,187,0
27024,PH,0,0,0,0
27025,NG,0,0,0,0
27026,CO,1,3,37,0
27027,NG,0,0,0,0
27028,EG,0,0,0,0
27029,EG,1,2,22,0
27030,IN,0,0,0,0
27031,VN,1,4,577,0
27032,EG,1,3,510,0
27033,EG,1,1,0,0
27034,TN,1,2,82,0
27035,AT,1,2,9,0
27036,TN,0,0,0,0
27037,IN,1,1,3,0
27038,US,0,0,0,0
27039,GH,1,4,281,0
27040,EG,1,4,35,0
27041,NL,1,2,114,0
27042,IQ,0,0,0,0
27043,EG,0,0,0,0
27044,TN,0,0,0,0
27045,IN,0,0,0,0
27046,PK,0,0,0,0
27047,EG,0,0,0,0
27048,EG,1,3,51,0
27049,SD,1,2,42,0
27050,PE,1,1,1,0
27051,EG,1,1,8,0
27052,IN,0,0,0,0
27053,EG,1,1,0,0
27054,NL,0,0,0,0
27055,EG,0,0,0,0
27056,EG,0,0,0,0
27057,TN,1,1,2,0
27058,TN,0,0,0,0
27059,IN,1,1,1,0
27060,EG,0,0,0,0
27061,TN,1,1,2,0
27062,IN,1,1,1,0
27063,EG,1,1,9,0
27064,TN,0,0,0,0
27065,TN,0,0,0,0
27066,MA,0,0,0,0
27067,EG,0,0,0,0
27068,TR,0,0,0,0
27069,US,1,4,50,0
27070,EG,0,0,0,0
27071,EG,0,0,0,0
27072,IN,1,1,52,0
27073,EG,0,0,0,0
27074,AM,0,0,0,0
27075,SA,1,1,1,0
27076,AU,0,0,0,0
27077,EG,0,0,0,0
27078,EG,1,1,7,0
27079,IN,1,2,8,0
27080,IN,1,1,4,0
27081,BR,1,2,16,0
27082,IT,0,0,0,0
27083,EG,0,0,0,0
27084,EG,0,0,0,0
27085,TN,0,0,0,0
27086,IN,1,1,2,0
27087,IN,0,0,0,0
27088,AR,1,2,42,0
27089,AR,0,0,0,0
27090,EG,0,0,0,0
27091,GB,1,2,139,0
27092,TN,0,0,0,0
27093,PE,0,0,0,0
27094,TN,1,5,57,0
27095,NG,1,1,0,0
27096,EG,1,1,64,0
27097,EG,0,0,0,0
27098,IN,1,2,25,0
27099,EG,0,0,0,0
27100,SD,1,3,344,0
27101,EG,0,0,0,0
27102,EG,0,0,0,0
27103,DE,1,2,520,0
27104,PK,0,0,0,0
27105,EG,0,0,0,0
27106,EG,0,0,0,0
27107,EG,0,0,0,0
27108,TN,0,0,0,0
27109,DZ,0,0,0,0
27110,PK,1,1,10,0
27111,IN,1,2,71,0
27112,TN,0,0,0,0
27113,EG,0,0,0,0
27114,EG,1,4,450,0
27115,FR,0,0,0,0
27116,EG,1,5,189,0
27117,NP,1,4,684,0
27118,TN,0,0,0,0
27119,US,0,0,0,0
27120,EG,0,0,0,0
27121,VN,0,0,0,0
27122,TH,1,1,2,0
27123,PK,1,1,8,0
27124,VN,0,0,0,0
27125,MA,0,0,0,0
27126,CL,0,0,0,0
27127,EG,0,0,0,0
27128,EG,0,0,0,0
27129,LB,1,5,172,0
27130,HK,1,12,428,1
27131,HK,1,12,428,1
27132,IN,1,1,0,0
27133,EG,1,1,3,0
27134,SG,1,3,142,0
27135,PK,1,3,5,0
27136,EG,1,3,112,0
27137,EG,0,0,0,0
27138,PK,1,3,373,0
27139,IN,1,1,5,0
27140,EG,1,4,30,0
27141,EG,0,0,0,0
27142,IN,1,1,1,0
27143,EG,1,1,14,0
27144,TN,0,0,0,0
27145,US,1,1,0,0
27146,EG,1,1,0,0
27147,IN,1,1,50,0
27148,VN,0,0,0,0
27149,US,1,1,2,0
27150,IN,1,1,0,0
27151,SA,1,1,1,0
27152,EG,0,0,0,0
27153,ZA,1,2,11,0
27154,MM,0,0,0,0
27155,EG,1,1,1,0
27156,DE,0,0,0,0
27157,EG,0,0,0,0
27158,EG,1,4,520,0
27159,VN,1,1,51,0
27160,US,0,0,0,0
27161,IN,0,0,0,0
27162,US,1,1,5,0
27163,NG,1,1,11,0
27164,AR,0,0,0,0
27165,EG,1,1,4,0
27166,EG,0,0,0,0
27167,EG,0,0,0,0
27168,CH,1,1,10,0
27169,EG,1,1,1,0
27170,EG,1,1,2,0
27171,EG,1,1,2,0
27172,BG,0,0,0,0
27173,EG,1,1,13,0
27174,EG,0,0,0,0
27175,EG,0,0,0,0
27176,EG,0,0,0,0
27177,PE,1,1,16,0
27178,EG,1,5,291,0
27179,TN,0,0,0,0
27180,TN,0,0,0,0
27181,CA,0,0,0,0
27182,IN,1,8,375,0
27183,IN,1,3,349,0
27184,TN,0,0,0,0
27185,EG,0,0,0,0
27186,EG,1,1,1,0
27187,NG,1,1,13,0
27188,EG,0,0,0,0
27189,IN,0,0,0,0
27190,EG,0,0,0,0
27191,IN,1,1,1,0
27192,EG,1,1,17,0
27193,EG,0,0,0,0
27194,TN,0,0,0,0
27195,DZ,1,1,2,0
27196,EG,1,1,0,0
27197,KW,0,0,0,0
27198,EG,0,0,0,0
27199,FR,0,0,0,0
27200,EG,0,0,0,0
27201,ZA,1,4,131,0
27202,EG,1,3,66,0
27203,EG,1,3,383,0
27204,IN,0,0,0,0
27205,EG,0,0,0,0
27206,EG,0,0,0,0
27207,EG,0,0,0,0
27208,EG,1,1,26,0
27209,EG,1,1,10,0
27210,YE,1,1,18,0
27211,IN,0,0,0,0
27212,EG,1,3,51,0
27213,IN,1,1,17,0
27214,IN,0,0,0,0
27215,PK,0,0,0,0
27216,IN,0,0,0,0
27217,LB,1,4,259,0
27218,US,1,1,0,0
27219,PK,1,3,30,0
27220,EG,1,6,25,0
27221,IN,1,3,281,0
27222,GH,1,1,11,0
27223,VN,0,0,0,0
27224,AE,1,1,1,0
27225,IN,0,0,0,0
27226,EG,1,2,100,0
27227,EG,1,1,2,0
27228,EG,1,2,160,0
27229,EG,1,1,0,0
27230,EG,0,0,0,0
27231,MA,0,0,0,0
27232,EG,0,0,0,0
27233,EG,1,1,0,0
27234,TN,1,1,1,0
27235,EG,0,0,0,0
27236,BD,1,3,47,0
27237,EG,0,0,0,0
27238,NG,1,3,52,0
27239,US,1,3,18,0
27240,EG,0,0,0,0
27241,IN,1,2,47,0
27242,IN,0,0,0,0
27243,EG,1,1,0,0
27244,IN,0,0,0,0
27245,NG,1,3,200,0
27246,EG,1,1,2,0
27247,EG,0,0,0,0
27248,EG,1,2,0,0
27249,EG,0,0,0,0
27250,EG,0,0,0,0
27251,EG,0,0,0,0
27252,US,0,0,0,0
27253,TN,0,0,0,0
27254,EG,1,1,0,0
27255,DE,1,1,1,0
27256,EG,1,1,2,0
27257,IN,1,1,0,0
27258,IN,0,0,0,0
27259,SD,0,0,0,0
27260,DE,1,1,26,0
27261,IN,1,1,6,0
27262,BD,1,2,2,0
27263,AR,1,1,11,0
27264,DE,1,3,83,0
27265,AR,1,2,3,0
27266,EG,0,0,0,0
27267,PL,0,0,0,0
27268,KH,1,1,1,0
27269,US,0,0,0,0
27270,EG,1,2,71,0
27271,IN,0,0,0,0
27272,EG,1,1,1,0
27273,ES,1,3,127,0
27274,US,1,3,61,0
27275,NI,1,3,126,0
27276,IN,1,3,439,0
27277,IN,1,4,255,0
27278,SD,1,2,26,0
27279,EG,0,0,0,0
27280,AE,0,0,0,0
27281,US,0,0,0,0
27282,IN,0,0,0,0
27283,BD,1,1,2,0
27284,EG,1,1,41,0
27285,IN,1,1,1,0
27286,IN,1,2,0,0
27287,IN,0,0,0,0
27288,AT,1,1,2,0
27289,TN,1,3,301,0
27290,EG,0,0,0,0
27291,US,0,0,0,0
27292,PK,1,5,144,0
27293,IN,1,1,0,0
27294,US,1,1,1,0
27295,EG,1,5,37,0
27296,DK,0,0,0,0
27297,EG,0,0,0,0
27298,LB,0,0,0,0
27299,US,1,1,73,0
27300,EG,1,2,70,0
27301,ZW,1,4,140,0
27302,IT,1,2,16,0
27303,EG,0,0,0,0
27304,EG,1,3,237,0
27305,EG,0,0,0,0
27306,IN,0,0,0,0
27307,SA,0,0,0,0
27308,DE,0,0,0,0
27309,EG,0,0,0,0
27310,EG,0,0,0,0
27311,PE,1,1,13,0
27312,PK,0,0,0,0
27313,TN,0,0,0,0
27314,ES,1,3,97,0
27315,EG,1,6,132,0
27316,DE,1,3,7,0
27317,EG,0,0,0,0
27318,VN,0,0,0,0
27319,EG,1,1,1,0
27320,PK,1,1,0,0
27321,KE,0,0,0,0
27322,EG,0,0,0,0
27323,EG,0,0,0,0
27324,EG,1,2,0,0
27325,EG,1,2,346,0
27326,NO,1,2,52,0
27327,PK,1,3,201,0
27328,EG,1,2,67,0
27329,EG,1,4,94,0
27330,EG,0,0,0,0
27331,VN,0,0,0,0
27332,US,0,0,0,0
27333,NL,1,1,1,0
27334,EG,1,3,76,0
27335,LK,0,0,0,0
27336,NG,1,1,1,0
27337,EG,0,0,0,0
27338,IN,0,0,0,0
27339,EG,1,1,16,0
27340,DE,1,1,1,0
27341,IN,1,2,76,0
27342,EG,1,1,13,0
27343,EG,1,1,0,0
27344,IN,1,2,72,0
27345,US,1,2,53,0
27346,CA,1,1,0,0
27347,PT,0,0,0,0
27348,SA,1,1,0,0
27349,EG,1,2,77,0
27350,CA,1,1,51,0
27351,AE,1,1,2,0
27352,LB,1,2,12,0
27353,EG,1,1,0,0
27354,DZ,1,1,0,0
27355,TR,1,1,0,0
27356,EG,1,1,0,0
27357,NG,0,0,0,0
27358,CR,0,0,0,0
27359,TN,1,1,2,0
27360,LB,1,4,356,0
27361,EG,1,1,13,0
27362,EG,1,3,155,0
27363,BR,0,0,0,0
27364,NG,0,0,0,0
27365,ZA,1,2,6,0
27366,TR,0,0,0,0
27367,GB,0,0,0,0
27368,GB,1,1,3,0
27369,SA,0,0,0,0
27370,GB,1,1,2,0
27371,EG,1,1,0,0
27372,ES,0,0,0,0
27373,US,0,0,0,0
27374,SA,0,0,0,0
27375,CA,1,4,38,0
27376,GB,1,1,31,0
27377,GB,0,0,0,0
27378,TN,1,3,17,0
27379,MA,1,1,0,0
27380,IT,0,0,0,0
27381,SI,1,1,0,0
27382,EG,1,1,19,0
27383,FR,0,0,0,0
27384,EG,1,1,1,0
27385,TN,1,12,227,0
27386,EG,1,2,4,0
27387,EG,1,2,53,0
27388,EG,1,4,128,0
27389,GB,1,4,28,0
27390,EG,0,0,0,0
27391,EG,0,0,0,0
27392,EG,1,4,442,0
27393,DE,1,1,0,0
27394,EG,0,0,0,0
27395,EG,0,0,0,0
27396,EG,1,1,0,0
27397,EG,1,1,1,0
27398,PT,0,0,0,0
27399,US,1,2,30,0
27400,EG,1,3,32,0
27401,EG,0,0,0,0
27402,US,1,7,1,1
27403,EG,1,1,1,0
27404,EG,1,1,0,0
27405,EG,0,0,0,0
27406,MA,1,2,0,0
27407,EG,0,0,0,0
27408,EG,0,0,0,0
27409,MY,0,0,0,0
27410,EG,0,0,0,0
27411,US,1,13,0,1
